,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
789,Circleville,39.600618,-82.94601329999999,Hardee's,39.603521549856374,-82.94895348316908,Fast Food Restaurant
790,Circleville,39.600618,-82.94601329999999,Simply Dancing,39.60224151611328,-82.94509887695312,Arts & Entertainment
791,Circleville,39.600618,-82.94601329999999,Especially For You,39.601928,-82.945491,Gift Shop
792,Circleville,39.600618,-82.94601329999999,Movie House,39.603027085160434,-82.94548235436037,Multiplex
793,Circleville,39.600618,-82.94601329999999,Wittich's Candy Shop,39.60403495232937,-82.94467449188232,Candy Store
794,Clayton,39.8631101,-84.3605022,United States Postal Service,39.8636183934525,-84.36051607131958,Post Office
795,Clayton,39.8631101,-84.3605022,Clayton Community Building,39.862065,-84.35669200000001,Nightlife Spot
796,Clayton,39.8631101,-84.3605022,Hardscrabble Little League,39.86312484741211,-84.36540222167969,Baseball Field
797,Cleveland,41.5051613,-81.6934446,Mall B,41.502984,-81.694149,Park
798,Cleveland,41.5051613,-81.6934446,Urban Farmer,41.50325156560989,-81.69166061424355,Steakhouse
799,Cleveland,41.5051613,-81.6934446,Willard Park,41.505620585888295,-81.69227600097656,Park
800,Cleveland,41.5051613,-81.6934446,Hilton,41.5027016,-81.6958127,Hotel
801,Cleveland,41.5051613,-81.6934446,The Westin Cleveland Downtown,41.5037247,-81.6914126,Hotel
802,Cleveland,41.5051613,-81.6934446,Great Lakes Science Center,41.50743239118702,-81.69666945934296,Science Museum
803,Cleveland,41.5051613,-81.6934446,Greater Cleveland YMCA - Parker Hannifin Downtown Branch,41.50452821360203,-81.68970254426124,Gym
804,Cleveland,41.5051613,-81.6934446,Rock & Roll Hall of Fame,41.50836425030443,-81.69499080157769,Museum
805,Cleveland,41.5051613,-81.6934446,Free Stamp by Claes Oldenburg & Coosje van Bruggen,41.50541168268271,-81.6925013065338,Public Art
806,Cleveland,41.5051613,-81.6934446,Cleveland Clinic DOME Theater,41.50735405475603,-81.69609144330025,Movie Theater
807,Cleveland,41.5051613,-81.6934446,Winking Lizard Tavern,41.50457606312036,-81.68998003005981,Wings Joint
808,Cleveland,41.5051613,-81.6934446,Cleveland Public Auditorium & Conference Center,41.50360945077006,-81.69288436682916,Auditorium
809,Cleveland,41.5051613,-81.6934446,Starbucks,41.50340778674893,-81.69137582988586,Coffee Shop
810,Cleveland,41.5051613,-81.6934446,Oasis Urban Cafe,41.503816316752705,-81.6900358047267,Café
811,Cleveland,41.5051613,-81.6934446,Good To Go Cafe,41.503621792841045,-81.68975915092742,Café
812,Cleveland,41.5051613,-81.6934446,Fountain of Eternal Life,41.50167943298645,-81.6929680109024,Fountain
813,Cleveland,41.5051613,-81.6934446,Eliot's Bar,41.50299693039093,-81.69597528352189,Hotel Bar
814,Cleveland,41.5051613,-81.6934446,Cleveland Marriott Downtown at Key Center,41.501384,-81.6946462,Hotel
815,Cleveland,41.5051613,-81.6934446,Bar 32,41.50317715847862,-81.69552429616404,Hotel Bar
816,Cleveland,41.5051613,-81.6934446,Cleveland Browns Official Pro Shop,41.505602258166746,-81.6985509807194,Souvenir Shop
817,Cleveland,41.5051613,-81.6934446,Navy Federal Credit Union - Restricted Access,41.5048136,-81.6917545,Credit Union
818,Cleveland,41.5051613,-81.6934446,Eastman Reading Garden,41.501051316149486,-81.69118532385892,Park
819,Cleveland,41.5051613,-81.6934446,Drury Plaza Hotel Cleveland Downtown,41.502343650248775,-81.69178413606394,Hotel
820,Cleveland,41.5051613,-81.6934446,Federal Reserve Bank of Cleveland / Learning Center & Money Museum,41.50190040101537,-81.69028043746948,Museum
821,Cleveland,41.5051613,-81.6934446,Starbucks,41.50693826749729,-81.6898512840271,Coffee Shop
822,Cleveland,41.5051613,-81.6934446,Addy's,41.5011825028896,-81.69548826892535,American Restaurant
823,Cleveland,41.5051613,-81.6934446,CVS pharmacy,41.50334830782703,-81.68946512706903,Pharmacy
824,Cleveland,41.5051613,-81.6934446,Phở Thắng Café,41.50258809812191,-81.68946873396635,Vietnamese Restaurant
825,Cleveland,41.5051613,-81.6934446,Chase Bank,41.5040671,-81.6905365,Bank
826,Cleveland,41.5051613,-81.6934446,Tomaydo Tomahhdo Express,41.502803775583736,-81.6889684802062,Sandwich Place
827,Cleveland,41.5051613,-81.6934446,AT&T,41.50513047,-81.69024825,Mobile Phone Shop
828,Cleveland,41.5051613,-81.6934446,The Burnham Restaurant,41.50299558347314,-81.69587648445662,New American Restaurant
829,Cleveland,41.5051613,-81.6934446,FYE,41.508469,-81.6955038,Miscellaneous Shop
830,Cleveland,41.5051613,-81.6934446,UPS Access Point location,41.501888824068565,-81.6946762503319,Shipping Store
831,Cleveland,41.5051613,-81.6934446,Starbucks,41.50196641755037,-81.6943804720953,Coffee Shop
832,Cleveland,41.5051613,-81.6934446,DoubleTree by Hilton Hotel Cleveland Downtown - Lakeside,41.50696416294396,-81.69008750128341,Hotel
833,Cleveland,41.5051613,-81.6934446,PNC Bank,41.5034127,-81.6893031,Bank
834,Cleveland,41.5051613,-81.6934446,Dunkin',41.50298301359868,-81.68957300266129,Donut Shop
835,Cleveland,41.5051613,-81.6934446,Hampton Inn by Hilton,41.50248897581334,-81.68908417224884,Hotel
836,Cleveland,41.5051613,-81.6934446,Starbucks,41.50147649,-81.69408068,Coffee Shop
837,Cleveland,41.5051613,-81.6934446,DoubleTree Executive Lounge,41.507030501520624,-81.68990213846908,Hotel Bar
838,Cleveland,41.5051613,-81.6934446,Foster Theater,41.50835511857803,-81.69495499732548,Movie Theater
839,Cleveland,41.5051613,-81.6934446,Galleria Food Court,41.50450737603479,-81.68979664486096,Food Court
840,Cleveland,41.5051613,-81.6934446,KeyBank,41.500787465029255,-81.69417078241713,Bank
841,Cleveland,41.5051613,-81.6934446,Galleria at Erieview,41.504455433464905,-81.69018972604277,Shopping Mall
842,Cleveland,41.5051613,-81.6934446,Amtrak - Cleveland Lakefront Station,41.5056527247832,-81.69645488262177,Train Station
843,Cleveland,41.5051613,-81.6934446,Stadium 3 Bar & Grille,41.506903376824766,-81.68964848107427,Hotel Bar
844,Cleveland,41.5051613,-81.6934446,USCG Station Cleveland Harbor,41.509334564208984,-81.69336700439453,Military Base
845,Cleveland+Heights,41.5200518,-81.556235,world gym,41.51774337890518,-81.55110474590762,Gym / Fitness Center
846,Cleveland+Heights,41.5200518,-81.556235,GameStop,41.516502092602806,-81.55334757136247,Video Game Store
847,Cleveland+Heights,41.5200518,-81.556235,Gibbs Lounge,41.51749027183273,-81.55171245452753,Bar
848,Cleveland+Heights,41.5200518,-81.556235,Subway,41.51626114389589,-81.55319134477514,Sandwich Place
849,Cleveland+Heights,41.5200518,-81.556235,Sally Beauty Supply,41.52009582519531,-81.55422973632812,Cosmetics Shop
850,Cleveland+Heights,41.5200518,-81.556235,Time Warner Cable,41.5204831222354,-81.55597686767578,Business Service
851,Cleveland+Heights,41.5200518,-81.556235,Dave's Market,41.517545518933765,-81.55347742090069,Supermarket
852,Cleveland+Heights,41.5200518,-81.556235,Best Cuts,41.517093,-81.553037,Salon / Barbershop
853,Cleveland+Heights,41.5200518,-81.556235,China Dragon,41.517093,-81.553037,Chinese Restaurant
854,Clyde,41.3040468,-82.9750686,The Alley Taproom,41.30541324628002,-82.97551396339051,Beer Garden
855,Clyde,41.3040468,-82.9750686,Family Dollar,41.30718,-82.97511598333334,Discount Store
856,Clyde,41.3040468,-82.9750686,Biajo Fontana's,41.30535888671875,-82.9751205444336,Italian Restaurant
857,Clyde,41.3040468,-82.9750686,Our Town's Brewing,41.30467,-82.97508499999999,Café
858,Clyde,41.3040468,-82.9750686,Clyde Moose Lodge # 393,41.306576,-82.976158,Noodle House
859,Columbiana,40.8886356,-80.69359159999999,Generations Coffee House,40.88781007952404,-80.69381813899464,Coffee Shop
860,Columbiana,40.8886356,-80.69359159999999,Birdfish Brewing Co.,40.88878736065077,-80.69065868854523,Brewery
861,Columbiana,40.8886356,-80.69359159999999,Shellabella's Cafe On Main,40.88733880391087,-80.69358111464629,Café
862,Columbiana,40.8886356,-80.69359159999999,Chase Bank,40.889682,-80.693914,Bank
863,Columbiana,40.8886356,-80.69359159999999,PNC Bank,40.8867139,-80.6940585,Bank
864,Columbiana,40.8886356,-80.69359159999999,SUBWAY,40.88912426692937,-80.69380349032741,Sandwich Place
865,Columbiana,40.8886356,-80.69359159999999,Huntington Bank,40.892511,-80.693914,Bank
866,Columbiana,40.8886356,-80.69359159999999,Columbiana Inn,40.89008331298828,-80.69383239746094,Motel
867,Columbiana,40.8886356,-80.69359159999999,Main Street Theater,40.888912121407564,-80.69399118978296,Theater
868,Columbus,39.9622601,-83.00070649999999,Café Brioso,39.96363995001144,-83.00056843562001,Coffee Shop
869,Columbus,39.9622601,-83.00070649999999,Si Señor!,39.963314348269805,-82.99876887694457,Latin American Restaurant
870,Columbus,39.9622601,-83.00070649999999,Ohio Theatre,39.9602811061592,-82.99909047530281,Theater
871,Columbus,39.9622601,-83.00070649999999,Tip Top Kitchen & Cocktails,39.96377178554681,-82.99877666617621,American Restaurant
872,Columbus,39.9622601,-83.00070649999999,Moonlight Market,39.96380258156589,-82.99998522990438,Arts & Crafts Store
873,Columbus,39.9622601,-83.00070649999999,"Hotel LeVeque, Autograph Collection",39.9623333,-83.002168,Hotel
874,Columbus,39.9622601,-83.00070649999999,Ohio Statehouse,39.9613173177356,-82.99899871587945,Capitol Building
875,Columbus,39.9622601,-83.00070649999999,Buckeye Bourbon House,39.96372147121163,-82.99994989570284,Whisky Bar
876,Columbus,39.9622601,-83.00070649999999,One Line Coffee,39.96120607529633,-83.00034060155167,Coffee Shop
877,Columbus,39.9622601,-83.00070649999999,Starbucks,39.96278391,-82.99819044,Coffee Shop
878,Columbus,39.9622601,-83.00070649999999,Mitchell's Steakhouse,39.9635158,-82.9983604,Steakhouse
879,Columbus,39.9622601,-83.00070649999999,Pub Mahone,39.96361633561406,-82.9999144039499,Irish Pub
880,Columbus,39.9622601,-83.00070649999999,Café Napolitana,39.963240945185525,-83.00080324360862,Pizza Place
881,Columbus,39.9622601,-83.00070649999999,The Keep,39.96211355847053,-83.00227492711895,Hotel Bar
882,Columbus,39.9622601,-83.00070649999999,Cravings Cafe,39.964417,-83.002748,Café
883,Columbus,39.9622601,-83.00070649999999,Due Amici Restaurant,39.96375935453356,-82.99882086606961,Italian Restaurant
884,Columbus,39.9622601,-83.00070649999999,Pearl Market,39.963051632495116,-82.99986362457275,Farmers Market
885,Columbus,39.9622601,-83.00070649999999,Deli Boys,39.96518471739724,-83.0011438550397,Deli / Bodega
886,Columbus,39.9622601,-83.00070649999999,The Athletic Club Of Columbus,39.962941001949794,-82.9969388920307,Gym / Fitness Center
887,Columbus,39.9622601,-83.00070649999999,Condado Tacos,39.9593551,-82.9997982,Taco Place
888,Columbus,39.9622601,-83.00070649999999,Danny's Deli,39.96159119128514,-83.00223642069196,Sandwich Place
889,Columbus,39.9622601,-83.00070649999999,Palace Theatre,39.96251516633823,-83.002333726136,Theater
890,Columbus,39.9622601,-83.00070649999999,Vern Riffe Center,39.960252017736465,-83.00070922827605,Theater
891,Columbus,39.9622601,-83.00070649999999,Zeroz,39.963303,-83.000334,Leather Goods Store
892,Columbus,39.9622601,-83.00070649999999,tiger + lily,39.963303,-83.000334,Asian Restaurant
893,Columbus,39.9622601,-83.00070649999999,Renaissance Columbus Downtown Hotel,39.9634740888355,-82.99814923417732,Hotel
894,Columbus,39.9622601,-83.00070649999999,Market 65,39.960222116585264,-82.99792241026108,Salad Place
895,Columbus,39.9622601,-83.00070649999999,Spoonful Records,39.965406473207494,-82.9980016224784,Record Shop
896,Columbus,39.9622601,-83.00070649999999,The Columbus Athenaeum,39.963530852999355,-82.99638762164376,Event Space
897,Columbus,39.9622601,-83.00070649999999,OSU Urban Arts Space,39.958941688041364,-83.00027518029934,Art Gallery
898,Columbus,39.9622601,-83.00070649999999,Plantain Cafe,39.96383399686143,-82.99861029918011,Cuban Restaurant
899,Columbus,39.9622601,-83.00070649999999,Scioto Mile - Promenade/Riverfront,39.95842905427743,-83.00365829089425,Park
900,Columbus,39.9622601,-83.00070649999999,Columbus Commons,39.958143920707435,-82.99866287795733,Park
901,Columbus,39.9622601,-83.00070649999999,Genoa Park,39.95996238913917,-83.00564165890728,Park
902,Columbus,39.9622601,-83.00070649999999,Hemingway's Coffee Nook,39.95867466388746,-82.99840770788457,Café
903,Columbus,39.9622601,-83.00070649999999,Paddy Wagon,39.96004580123044,-83.00511171720048,Food Truck
904,Columbus,39.9622601,-83.00070649999999,Elevator Brewery & Draught Haus,39.965774930501674,-83.00175811472143,Brewery
905,Columbus,39.9622601,-83.00070649999999,Battelle Riverfront Park,39.962985846777066,-83.00536751747131,Park
906,Columbus,39.9622601,-83.00070649999999,SUBWAY,39.9657269,-83.0015003,Sandwich Place
907,Columbus,39.9622601,-83.00070649999999,Rishi Sushi Kitchen & Bar,39.9650245,-82.998306,Sushi Restaurant
908,Columbus,39.9622601,-83.00070649999999,Avis Car Rental,39.965404,-82.998303,Rental Car Location
909,Columbus,39.9622601,-83.00070649999999,Metro Fitness,39.96498237453938,-83.00068540388858,Gym
910,Columbus,39.9622601,-83.00070649999999,The Garage,39.965501467168714,-83.00000097203007,Gay Bar
911,Columbus,39.9622601,-83.00070649999999,Red White & Boom,39.96437114248761,-83.00408330333958,Public Art
912,Columbus,39.9622601,-83.00070649999999,Courtyard by Marriott Columbus Downtown,39.96571384515892,-83.00284624099731,Hotel
913,Columbus,39.9622601,-83.00070649999999,Serenity Spa,39.964734,-82.997456,Spa
914,Columbus,39.9622601,-83.00070649999999,Haveli Bistro,39.966222,-83.001553,Indian Restaurant
915,Columbus,39.9622601,-83.00070649999999,AT&T,39.965169124172135,-82.99688920562163,Electronics Store
916,Columbus,39.9622601,-83.00070649999999,WaterFire Columbus,39.95999290167962,-83.00543203128066,Theater
917,Conneaut,41.9440977,-80.55610109999999,Rainbow Café,41.94261586515543,-80.55598731062682,Pizza Place
918,Conneaut,41.9440977,-80.55610109999999,Dollar General,41.9442,-80.554,Discount Store
919,Conneaut,41.9440977,-80.55610109999999,Domino's Pizza,41.943532460715694,-80.55586521329138,Pizza Place
920,Conneaut,41.9440977,-80.55610109999999,McDonald's,41.9442446,-80.557829,Fast Food Restaurant
921,Conneaut,41.9440977,-80.55610109999999,Huntington Bank,41.9423563,-80.5583846,Bank
922,Conneaut,41.9440977,-80.55610109999999,Pizza Hut,41.943546711719705,-80.56000509182928,Pizza Place
923,Conneaut,41.9440977,-80.55610109999999,Circle K,41.945045,-80.56021,Convenience Store
924,Conneaut,41.9440977,-80.55610109999999,Rite Aid,41.942179,-80.559609,Pharmacy
925,Conneaut,41.9440977,-80.55610109999999,Shell / truenorth,41.94352394313509,-80.56090858226733,Gas Station
926,Conneaut,41.9440977,-80.55610109999999,CVS pharmacy,41.94399423849254,-80.56065274097998,Pharmacy
927,Conneaut,41.9440977,-80.55610109999999,Heavenly Creamery,41.94384750886042,-80.55849037298871,Ice Cream Shop
928,Conneaut,41.9440977,-80.55610109999999,Conneaut Pizza & Sub Shop,41.943461,-80.55609226226807,Pizza Place
929,Conneaut,41.9440977,-80.55610109999999,American Legion Post 151,41.94477081298828,-80.5561888217926,Bar
930,Conneaut,41.9440977,-80.55610109999999,Mooney's Bakery,41.94368892557996,-80.55608718203904,Bakery
931,Conneaut,41.9440977,-80.55610109999999,Conneaut Fuel,41.944262,-80.55448,Gas Station
932,Conneaut,41.9440977,-80.55610109999999,Snap Fitness,41.944096658495496,-80.55528009204424,Playground
933,Conneaut,41.9440977,-80.55610109999999,On The Go,41.94214005140216,-80.55440544914923,Convenience Store
934,Conneaut,41.9440977,-80.55610109999999,Michael C Hanson Insurance,41.941935,-80.554457,Insurance Office
935,Cortland,41.330334,-80.725358,Brothers Pizzeria and Restaurant,41.32900648971734,-80.72499095984323,Pizza Place
936,Cortland,41.330334,-80.725358,El Torero North,41.32993,-80.724962,Mexican Restaurant
937,Cortland,41.330334,-80.725358,Dairy Queen,41.32751579045776,-80.72611482457803,Ice Cream Shop
938,Cortland,41.330334,-80.725358,Sparkle Market,41.32798423744163,-80.72458401626346,Grocery Store
939,Cortland,41.330334,-80.725358,Circle K,41.326786,-80.726402,Convenience Store
940,Cortland,41.330334,-80.725358,Pizza Joes,41.33025301863334,-80.72946681191054,Pizza Place
941,Cortland,41.330334,-80.725358,Daybreak Music,41.32996168259322,-80.72999919457983,Music Store
942,Cortland,41.330334,-80.725358,Jo Marie's School Of Dance & Gymnastics,41.329386,-80.730399,Dance Studio
943,Coshocton,40.272015100000004,-81.8595757,Chase Bank,40.2731127,-81.865084,Bank
944,Coshocton,40.272015100000004,-81.8595757,Circle K,40.269077,-81.85923,Convenience Store
945,Coshocton,40.272015100000004,-81.8595757,PNC Bank,40.27467791535067,-81.86406612396235,Bank
946,Coshocton,40.272015100000004,-81.8595757,Railroad Restaurant And Saloon,40.27340316772461,-81.86326599121094,Steakhouse
947,Coshocton,40.272015100000004,-81.8595757,Coshocton Yard,40.27369984284473,-81.86395444214409,Italian Restaurant
948,Cuyahoga+Falls,41.1348213,-81.4848086,Metropolis Popcorn,41.135619,-81.483239,Restaurant
949,Cuyahoga+Falls,41.1348213,-81.4848086,Riverfront Square,41.13483604971144,-81.48290287130571,Plaza
950,Cuyahoga+Falls,41.1348213,-81.4848086,Cuyahoga Falls Riverfront,41.13700468880408,-81.48245786827103,Park
951,Cuyahoga+Falls,41.1348213,-81.4848086,Crave Cantina,41.135338,-81.482601,Peruvian Restaurant
952,Cuyahoga+Falls,41.1348213,-81.4848086,Sheraton Suites Akron Cuyahoga Falls,41.13269418856438,-81.48257553577423,Hotel
953,Cuyahoga+Falls,41.1348213,-81.4848086,The Cashmere Cricket,41.137021005684886,-81.48245945341388,Bar
954,Cuyahoga+Falls,41.1348213,-81.4848086,Flury's Cafe,41.136358277121055,-81.48285609905321,Diner
955,Cuyahoga+Falls,41.1348213,-81.4848086,Craft Beer Bar,41.1313070581584,-81.48368036456911,Gastropub
956,Cuyahoga+Falls,41.1348213,-81.4848086,Hibachi Japan,41.13752866709808,-81.48222058853936,Japanese Restaurant
957,Cuyahoga+Falls,41.1348213,-81.4848086,Beau's on the River,41.132718389850965,-81.48253277259892,Italian Restaurant
958,Cuyahoga+Falls,41.1348213,-81.4848086,Cuyahoga Falls Natatorium,41.13886461080389,-81.48591014263093,Gym / Fitness Center
959,Cuyahoga+Falls,41.1348213,-81.4848086,Pandora's Cupcakes,41.131205,-81.484177,Cupcake Shop
960,Cuyahoga+Falls,41.1348213,-81.4848086,Marco's Pizza,41.13706715,-81.48848579,Pizza Place
961,Cuyahoga+Falls,41.1348213,-81.4848086,Hunt's Bar and Grille,41.130520113100665,-81.48404667787678,Bar
962,Cuyahoga+Falls,41.1348213,-81.4848086,Akron Area YMCA - Riverfront Branch,41.13402751233818,-81.48983359336853,Gym / Fitness Center
963,Cuyahoga+Falls,41.1348213,-81.4848086,Marathon (Schmitt Family Food Mart),41.13451264276919,-81.48475759581484,Gas Station
964,Cuyahoga+Falls,41.1348213,-81.4848086,Subway,41.138874030298616,-81.4858431722294,Sandwich Place
965,Cuyahoga+Falls,41.1348213,-81.4848086,Huntington Bank,41.1381889,-81.4835859,Bank
966,Cuyahoga+Falls,41.1348213,-81.4848086,Fifth Third Bank & ATM,41.1386217,-81.4827806,Bank
967,Cuyahoga+Falls,41.1348213,-81.4848086,Front St Mall,41.13477491691096,-81.48266160492561,Historic Site
968,Cuyahoga+Falls,41.1348213,-81.4848086,Asterisk Coffeebar,41.135391,-81.482618,Coffee Shop
969,Cuyahoga+Falls,41.1348213,-81.4848086,Harps & Thistles,41.136532,-81.483632,Arts & Crafts Store
970,Cuyahoga+Falls,41.1348213,-81.4848086,Halo Salon,41.136546,-81.483653,Cosmetics Shop
971,Cuyahoga+Falls,41.1348213,-81.4848086,Pav’s Creamery,41.136365,-81.482258,Ice Cream Shop
972,Cuyahoga+Falls,41.1348213,-81.4848086,Levinsons,41.136855,-81.48247099999999,Accessories Store
973,Cuyahoga+Falls,41.1348213,-81.4848086,sheraton suites executive lounge,41.13272423255661,-81.48257045956792,Hotel
974,Cuyahoga+Falls,41.1348213,-81.4848086,The Farmer’s Rail,41.137085,-81.482762,Deli / Bodega
975,Cuyahoga+Falls,41.1348213,-81.4848086,Leo's Italian Social,41.13736223612027,-81.48232196502971,Italian Restaurant
976,Cuyahoga+Falls,41.1348213,-81.4848086,Samira,41.136984000000005,-81.481616,American Restaurant
977,Cuyahoga+Falls,41.1348213,-81.4848086,The River Grille,41.136984000000005,-81.481616,American Restaurant
978,Cuyahoga+Falls,41.1348213,-81.4848086,Cuyahoga Falls Dance Center,41.136978000000006,-81.488323,Dance Studio
979,Cuyahoga+Falls,41.1348213,-81.4848086,Family Treasures Jewelers,41.136978000000006,-81.488323,Jewelry Store
980,Cuyahoga+Falls,41.1348213,-81.4848086,24 Falls Fountain,41.13786167726167,-81.48254334926605,Plaza
981,Cuyahoga+Falls,41.1348213,-81.4848086,Butcher & Sprout,41.131303,-81.483854,American Restaurant
982,Dayton,39.758947799999994,-84.1916069,Century Bar,39.759577,-84.189739,Bar
983,Dayton,39.758947799999994,-84.1916069,Benjamin & Marian Schuster Performing Arts Center,39.76099324114453,-84.19286578437548,Concert Hall
984,Dayton,39.758947799999994,-84.1916069,Courthouse Square,39.76012867332139,-84.19242169916426,Plaza
985,Dayton,39.758947799999994,-84.1916069,Carmen's Deli,39.761158103865405,-84.19097189395353,Sandwich Place
986,Dayton,39.758947799999994,-84.1916069,MJ's on Jefferson,39.7602299840615,-84.19009420880953,Gay Bar
987,Dayton,39.758947799999994,-84.1916069,The Neon,39.757207654295364,-84.18804616558391,Indie Movie Theater
988,Dayton,39.758947799999994,-84.1916069,Victoria Theatre,39.76211581348917,-84.1924756205932,Theater
989,Dayton,39.758947799999994,-84.1916069,The Ohio Coffee Co.,39.756540468161404,-84.1926945004844,Coffee Shop
990,Dayton,39.758947799999994,-84.1916069,Mudlick Tap House,39.761653208304416,-84.18916359101836,Bar
991,Dayton,39.758947799999994,-84.1916069,Clash Consignment Co.,39.760211,-84.189515,Thrift / Vintage Store
992,Dayton,39.758947799999994,-84.1916069,The Loft Theatre,39.76177878927843,-84.19241226174101,Theater
993,Dayton,39.758947799999994,-84.1916069,Spaghetti Warehouse,39.75651544258302,-84.19247440457366,Italian Restaurant
994,Dayton,39.758947799999994,-84.1916069,Warped Wing Brewing Co.,39.75964418140681,-84.18599181467069,Brewery
995,Dayton,39.758947799999994,-84.1916069,Table 33,39.76034708128701,-84.19509083032608,Café
996,Dayton,39.758947799999994,-84.1916069,White Lotus,39.76047412099772,-84.18647387393345,Thai Restaurant
997,Dayton,39.758947799999994,-84.1916069,Smokin' bbq,39.75717209099844,-84.18740339933198,BBQ Joint
998,Dayton,39.758947799999994,-84.1916069,The Flying Pizza,39.76238028519308,-84.19273525312758,Pizza Place
999,Dayton,39.758947799999994,-84.1916069,Price Stores,39.75885774222904,-84.18967700063487,Men's Store
1000,Dayton,39.758947799999994,-84.1916069,Uno Pizzeria & Grill - Dayton,39.761856125757824,-84.192488894221,American Restaurant
1001,Dayton,39.758947799999994,-84.1916069,Club Masque,39.76077177554864,-84.19009986790881,Gay Bar
1002,Dayton,39.758947799999994,-84.1916069,CVS pharmacy,39.76027242110034,-84.19304103086154,Pharmacy
1003,Dayton,39.758947799999994,-84.1916069,The Stage Door,39.76087403110076,-84.19029807398289,Gay Bar
1004,Dayton,39.758947799999994,-84.1916069,U.S. Bank ATM,39.75978141376127,-84.1930255848811,ATM
1005,Dayton,39.758947799999994,-84.1916069,De'Lish Cafe,39.762180082026255,-84.19262295105561,Café
1006,Dayton,39.758947799999994,-84.1916069,3rd Perk,39.75632235066323,-84.19245922951089,Coffee Shop
1007,Dayton,39.758947799999994,-84.1916069,Boston Stoker,39.76073496636144,-84.1932257506316,Coffee Shop
1008,Dayton,39.758947799999994,-84.1916069,Chase Bank,39.7608966,-84.1917884,Bank
1009,Dayton,39.758947799999994,-84.1916069,Citilites,39.76098795501453,-84.19281304771651,American Restaurant
1010,Dayton,39.758947799999994,-84.1916069,SUBWAY,39.76142678741762,-84.19454055300457,Sandwich Place
1011,Dayton,39.758947799999994,-84.1916069,Right Corner,39.76005055229629,-84.1898638557532,Gay Bar
1012,Dayton,39.758947799999994,-84.1916069,SUBWAY,39.75838102402518,-84.19181543145578,Sandwich Place
1013,Dayton,39.758947799999994,-84.1916069,Budget Car Rental,39.762697,-84.191478,Rental Car Location
1014,Dayton,39.758947799999994,-84.1916069,Arby's,39.7576139812652,-84.187013895048,Fast Food Restaurant
1015,Deer+Park,39.205336700000004,-84.3946627,Deer Park Deli,39.205265683879716,-84.39291437084276,Liquor Store
1016,Deer+Park,39.205336700000004,-84.3946627,ArrechiSSimo,39.206807,-84.391296,South American Restaurant
1017,Deer+Park,39.205336700000004,-84.3946627,Chamberlin Park,39.20420682510696,-84.39716940953517,Park
1018,Deer+Park,39.205336700000004,-84.3946627,United Dairy Farmers (UDF),39.20809246376237,-84.39832261656682,Ice Cream Shop
1019,Deer+Park,39.205336700000004,-84.3946627,Car Rock Cafe,39.20501270575407,-84.3930935393948,Bar
1020,Deer+Park,39.205336700000004,-84.3946627,Strikes And Spares,39.20664825780815,-84.39170723479326,Bowling Alley
1021,Deer+Park,39.205336700000004,-84.3946627,Huntington Bank,39.20860936,-84.39810637,Bank
1022,Deer+Park,39.205336700000004,-84.3946627,Shell,39.20752379,-84.39069265,Gas Station
1023,Deer+Park,39.205336700000004,-84.3946627,Cincinnati Fit Body Boot Camp,39.206077575683594,-84.39293670654297,Gym / Fitness Center
1024,Deer+Park,39.205336700000004,-84.3946627,Bargain Brothers,39.20804927692621,-84.3913037460327,Furniture / Home Store
1025,Defiance,41.284493299999994,-84.3557802,Family Video,41.285374066899365,-84.35925881483682,Video Store
1026,Defiance,41.284493299999994,-84.3557802,Little Caesars Pizza,41.2834812118358,-84.35392943311741,Pizza Place
1027,Defiance,41.284493299999994,-84.3557802,Huntington Bank,41.2847326,-84.3606538,Bank
1028,Defiance,41.284493299999994,-84.3557802,Papa John's Pizza,41.28574493030549,-84.36029485246411,Pizza Place
1029,Defiance,41.284493299999994,-84.3557802,KeyBank,41.286129927282616,-84.35982664231051,Bank
1030,Defiance,41.284493299999994,-84.3557802,Kingsbury Park,41.286029,-84.35583222,Park
1031,Defiance,41.284493299999994,-84.3557802,Mikes Home Improvements,41.28396625670998,-84.35565054416656,Home Service
1032,Defiance,41.284493299999994,-84.3557802,Old Fort Defiance Park,41.2877197265625,-84.35799407958984,Park
1033,Delaware,40.2986724,-83.067965,Staas Brewing Company,40.30016069587619,-83.06928566666345,Brewery
1034,Delaware,40.2986724,-83.067965,Vito's Wine Bar,40.297830913160816,-83.06806494420172,Wine Bar
1035,Delaware,40.2986724,-83.067965,J. Gumbo's,40.299207,-83.068168,Cajun / Creole Restaurant
1036,Delaware,40.2986724,-83.067965,12 West,40.29888477337661,-83.0682898368254,Mexican Restaurant
1037,Delaware,40.2986724,-83.067965,Barley Hopsters,40.29896645083694,-83.06786542780134,Beer Store
1038,Delaware,40.2986724,-83.067965,The Strand Theatre,40.300010168956206,-83.0666047487455,Movie Theater
1039,Delaware,40.2986724,-83.067965,Mi Cerrito,40.300184747397566,-83.06692182322087,Mexican Restaurant
1040,Delaware,40.2986724,-83.067965,1808 American Bistro,40.300193588495326,-83.0663874836809,American Restaurant
1041,Delaware,40.2986724,-83.067965,Amato's Woodfired Pizza,40.29877165276075,-83.06789440754531,Pizza Place
1042,Delaware,40.2986724,-83.067965,Hamburger Inn,40.2992321775319,-83.0677289412014,American Restaurant
